"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 30 18:55:53 GMT 2025","Sat Aug 30 18:55:53 GMT 2025","19","","","","","","Get All Users Page Out Of Range[Page 4, Size 100]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sat Aug 30 18:55:04 GMT 2025","Sat Aug 30 18:55:04 GMT 2025","52","","","","","","Get Spend After Add[4500.99 Usd Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U0430\U044F \U0432\U0435\U0449\U044C4]",""
"passed","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","13","","","","","","Calculate Rate  Without Desired Currency[1-200.0]",""
"passed","Sat Aug 30 18:55:05 GMT 2025","Sat Aug 30 18:55:05 GMT 2025","87","","","","","","Delete Single Spending",""
"skipped","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","8","","","","","","Calculate Rate  With Negative Amount[-345.0]",""
"passed","Sat Aug 30 18:55:02 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","155","","","","","","Calculate Rate",""
"passed","Sat Aug 30 18:55:49 GMT 2025","Sat Aug 30 18:55:49 GMT 2025","496","","","","","","Add Incorrect Category[A]",""
"passed","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","24","","","","","","Get Spend By Id[2-2]",""
"passed","Sat Aug 30 18:55:45 GMT 2025","Sat Aug 30 18:55:45 GMT 2025","25","","","","","","Get Friends","Тест получения списка друзей через SOAP"
"skipped","Sat Aug 30 18:55:37 GMT 2025","Sat Aug 30 18:55:37 GMT 2025","65","","","","","","Update User Currency And Full Name","Тест обновления пользователя через SOAP"
"passed","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","5","","","","","","Calculate Rate  With Zero Amount[3-1]",""
"passed","Sat Aug 30 18:55:54 GMT 2025","Sat Aug 30 18:55:59 GMT 2025","4955","","","","","","Nonexistent Spendings Search[Noneeeeeeee]",""
"passed","Sat Aug 30 18:55:29 GMT 2025","Sat Aug 30 18:55:30 GMT 2025","821","","","","","","Set New Profile Name[\U0418\U043C\U044F]",""
"passed","Sat Aug 30 18:55:04 GMT 2025","Sat Aug 30 18:55:04 GMT 2025","27","","","","","","Update Spending Category[1-2]",""
"passed","Sat Aug 30 18:55:32 GMT 2025","Sat Aug 30 18:55:33 GMT 2025","1231","","","","","","Incorrect Username[A]",""
"passed","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","266","","","","","","Message Should Be Produced To Kafka After Successful Registration[Nifflerkafkauser]",""
"passed","Sat Aug 30 18:55:04 GMT 2025","Sat Aug 30 18:55:04 GMT 2025","54","","","","","","Update Spending Date[1-2]",""
"broken","Sat Aug 30 18:55:55 GMT 2025","Sat Aug 30 18:55:57 GMT 2025","1518","","","","","","Delete Multiple Spendings Ui",""
"passed","Sat Aug 30 18:55:05 GMT 2025","Sat Aug 30 18:55:05 GMT 2025","105","","","","","","Delete Multiple Spendings Api",""
"passed","Sat Aug 30 18:55:02 GMT 2025","Sat Aug 30 18:55:02 GMT 2025","36","","","","","","Get Active Categories",""
"passed","Sat Aug 30 18:56:10 GMT 2025","Sat Aug 30 18:56:10 GMT 2025","5","","","","","","Get Friends Page Invalid Parameters[Page 1, Size 0]","Тест получения друзей с пагинацией через SOAP с некорректными параметрами"
"passed","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","7","","","","","","Calculate Rate  Without Amount[1-2]",""
"passed","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","14","","","","","","Calculate Rate  Without Desired Currency[2-345.0]",""
"passed","Sat Aug 30 18:55:47 GMT 2025","Sat Aug 30 18:55:47 GMT 2025","9","","","","","","Get All Users Pagination[Page 4, Size 2]","Тест получения пользователей с пагинацией через SOAP"
"passed","Sat Aug 30 18:55:02 GMT 2025","Sat Aug 30 18:55:02 GMT 2025","127","","","","","","Update Category Name And Archived[Uniquecategory5]",""
"passed","Sat Aug 30 18:55:30 GMT 2025","Sat Aug 30 18:55:31 GMT 2025","1023","","","","","","Set New Profile Name[Andrew]",""
"skipped","Sat Aug 30 18:55:04 GMT 2025","Sat Aug 30 18:55:05 GMT 2025","105","","","","","","Get Spending After Update",""
"passed","Sat Aug 30 18:55:53 GMT 2025","Sat Aug 30 18:55:54 GMT 2025","1009","","","","","","Spendings Search Description",""
"passed","Sat Aug 30 18:55:37 GMT 2025","Sat Aug 30 18:55:38 GMT 2025","1162","","","","","","Wrong Passwords[2-2]",""
"passed","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","9","","","","","","Calculate Rate  Without Spend Currency[3-100.0]",""
"passed","Sat Aug 30 18:55:04 GMT 2025","Sat Aug 30 18:55:04 GMT 2025","47","","","","","","Update Spending Multiple Fields",""
"skipped","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","14","","","","","","Calculate Rate  With Negative Amount[-100.0]",""
"passed","Sat Aug 30 18:55:14 GMT 2025","Sat Aug 30 18:55:14 GMT 2025","10","","","","","","Get All Users Page Invalid Parameters[Page -1, Size 1]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"skipped","Sat Aug 30 18:55:02 GMT 2025","Sat Aug 30 18:55:02 GMT 2025","145","","","","","","Added Spending In Database[1000.26 Rub Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U044B\U0435 \U0448\U043B\U044F\U043F\U044B]",""
"passed","Sat Aug 30 18:55:34 GMT 2025","Sat Aug 30 18:55:34 GMT 2025","40","","","","","","Get All Users Pagination[Page 2, Size 4]","Тест получения пользователей с пагинацией через SOAP"
"passed","Sat Aug 30 18:55:59 GMT 2025","Sat Aug 30 18:55:59 GMT 2025","10","","","","","","Get All Users Page Out Of Range[Page 100, Size 100]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","14","","","","","","Currency Conversion[2-2-100.0-100.0]",""
"passed","Sat Aug 30 18:55:37 GMT 2025","Sat Aug 30 18:55:38 GMT 2025","1156","","","","","","Bad Credentials[Wrongusernonexistent!!]",""
"passed","Sat Aug 30 18:55:57 GMT 2025","Sat Aug 30 18:55:57 GMT 2025","7","","","","","","Get Friends Page[Page 2, Size 3]","Тест получения друзей с пагинацией через SOAP"
"passed","Sat Aug 30 18:55:04 GMT 2025","Sat Aug 30 18:55:04 GMT 2025","48","","","","","","Update Spending Category[2-2]",""
"passed","Sat Aug 30 18:55:36 GMT 2025","Sat Aug 30 18:55:37 GMT 2025","959","","","","","","Wrong Passwords[1-2]",""
"passed","Sat Aug 30 18:55:42 GMT 2025","Sat Aug 30 18:55:43 GMT 2025","1004","","","","","","Add New Category[Newcategory1]",""
"passed","Sat Aug 30 18:55:23 GMT 2025","Sat Aug 30 18:55:23 GMT 2025","25","","","","","","Accept Friend Invitation","Тест принятия приглашения в друзья через SOAP"
"passed","Sat Aug 30 18:55:01 GMT 2025","Sat Aug 30 18:55:02 GMT 2025","653","","","","","","Added Category In Database[Uniquedatabasecategory1]",""
"passed","Sat Aug 30 18:56:08 GMT 2025","Sat Aug 30 18:56:08 GMT 2025","7","","","","","","Get Friends Page Invalid Parameters[Page -1, Size 1]","Тест получения друзей с пагинацией через SOAP с некорректными параметрами"
"passed","Sat Aug 30 18:55:04 GMT 2025","Sat Aug 30 18:55:04 GMT 2025","30","","","","","","Update Spending Date[2-2]",""
"passed","Sat Aug 30 18:55:04 GMT 2025","Sat Aug 30 18:55:04 GMT 2025","49","","","","","","Update Spending Currency[2-2]",""
"passed","Sat Aug 30 18:55:40 GMT 2025","Sat Aug 30 18:55:41 GMT 2025","962","","","","","","Registration Mixed Errors[Newuser Aaaaaaaaaaaaa Bababa]",""
"passed","Sat Aug 30 18:55:47 GMT 2025","Sat Aug 30 18:55:49 GMT 2025","1301","","","","","","Change Category Name With Click[Changemynamewithclick]",""
"passed","Sat Aug 30 18:55:04 GMT 2025","Sat Aug 30 18:55:04 GMT 2025","36","","","","","","Update Spending Amount",""
"passed","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","34","","","","","","Add New Spend[1500.25 Eur Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U0430\U044F \U0432\U0435\U0449\U044C1]",""
"passed","Sat Aug 30 18:55:28 GMT 2025","Sat Aug 30 18:55:28 GMT 2025","49","","","","","","Decline Friend Invitation","Тест отклонения приглашения в друзья через SOAP"
"passed","Sat Aug 30 18:55:17 GMT 2025","Sat Aug 30 18:55:17 GMT 2025","24","","","","","","Get User That Doesnt Exist","Тест получения пользователя, которого нет в базе"
"passed","Sat Aug 30 18:55:04 GMT 2025","Sat Aug 30 18:55:05 GMT 2025","38","","","","","","Add New Category[Uniquecategory1]",""
"passed","Sat Aug 30 18:55:39 GMT 2025","Sat Aug 30 18:55:40 GMT 2025","922","","","","","","Registration Mixed Errors[Newuser Ababab B]",""
"passed","Sat Aug 30 18:55:42 GMT 2025","Sat Aug 30 18:55:44 GMT 2025","1531","","","","","","Registration Mixed Errors[Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa A A]",""
"passed","Sat Aug 30 18:55:08 GMT 2025","Sat Aug 30 18:55:08 GMT 2025","68","","","","","","Get All Users Page Out Of Range[Page 1000, Size 1]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","13","","","","","","Currency Conversion[1-2-100.0-1.5]",""
"passed","Sat Aug 30 18:55:35 GMT 2025","Sat Aug 30 18:55:37 GMT 2025","1401","","","","","","Bad Credentials[A]",""
"passed","Sat Aug 30 18:55:04 GMT 2025","Sat Aug 30 18:55:04 GMT 2025","28","","","","","","Update Spending Description[1-2]",""
"passed","Sat Aug 30 18:55:48 GMT 2025","Sat Aug 30 18:55:51 GMT 2025","2873","","","","","","Add New Spending[200.0 Rub Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U044B\U0435 \U0442\U0430\U043F\U043E\U0447\U043A\U0438]",""
"passed","Sat Aug 30 18:55:34 GMT 2025","Sat Aug 30 18:55:35 GMT 2025","938","","","","","","Incorrect Password[A]",""
"passed","Sat Aug 30 18:55:04 GMT 2025","Sat Aug 30 18:55:04 GMT 2025","29","","","","","","Update Spending Currency[1-2]",""
"passed","Sat Aug 30 18:55:17 GMT 2025","Sat Aug 30 18:55:17 GMT 2025","20","","","","","","Send Friend Invitation","Тест отправки приглашения в друзья через SOAP"
"passed","Sat Aug 30 18:56:05 GMT 2025","Sat Aug 30 18:56:05 GMT 2025","7","","","","","","Get Friends Page Invalid Parameters[Page 1, Size -1]","Тест получения друзей с пагинацией через SOAP с некорректными параметрами"
"passed","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","10","","","","","","Calculate Rate  Without Spend Currency[1-200.0]",""
"passed","Sat Aug 30 18:55:38 GMT 2025","Sat Aug 30 18:55:39 GMT 2025","1020","","","","","","Registration Mixed Errors[A Ababab Bababa]",""
"passed","Sat Aug 30 18:55:46 GMT 2025","Sat Aug 30 18:55:47 GMT 2025","1218","","","","","","Change Category Name With Icon[Changemynamewithicon]",""
"passed","Sat Aug 30 18:56:04 GMT 2025","Sat Aug 30 18:56:04 GMT 2025","13","","","","","","Get Friends Page Out Of Range[Page 1000, Size 1]","Тест получения друзей с пагинацией через SOAP"
"passed","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","11","","","","","","Calculate Rate  Without Amount[2-3]",""
"passed","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","31","","","","","","Add New Spend[2750.5 Rub Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U0430\U044F \U0432\U0435\U0449\U044C2]",""
"passed","Sat Aug 30 18:55:20 GMT 2025","Sat Aug 30 18:55:20 GMT 2025","9","","","","","","Get All Users Page Invalid Parameters[Page 1, Size -1]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sat Aug 30 18:56:04 GMT 2025","Sat Aug 30 18:56:09 GMT 2025","4753","","","","","","Nonexistent Spendings Search[\U041D\U0435\U0441\U0443\U0449\U0435\U0441\U0442\U0432]",""
"passed","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","8","","","","","","Calculate Rate  With Zero Amount[1-2]",""
"passed","Sat Aug 30 18:55:51 GMT 2025","Sat Aug 30 18:55:51 GMT 2025","16","","","","","","Get Friends Page[Page 1, Size 5]","Тест получения друзей с пагинацией через SOAP"
"passed","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:03 GMT 2025","25","","","","","","Add New Spend[3200.75 Rub Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U0430\U044F \U0432\U0435\U0449\U044C3]",""
"skipped","Sat Aug 30 18:55:13 GMT 2025","Sat Aug 30 18:55:27 GMT 2025","13893","","","","","","Add Incorrect Category[Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"passed","Sat Aug 30 18:55:02 GMT 2025","Sat Aug 30 18:55:02 GMT 2025","122","","","","","","Deleted Spending Not In Database[162.23 Rub Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U044B\U0435 \U043A\U0440\U0443\U0436\U043A\U0438]",""
"passed","Sat Aug 30 18:55:44 GMT 2025","Sat Aug 30 18:55:44 GMT 2025","707","","","","","","Add Duplicate Category[Duplicatecategory]",""
"passed","Sat Aug 30 18:55:11 GMT 2025","Sat Aug 30 18:55:11 GMT 2025","24","","","","","","Get Friends Page Invalid Parameters[Page -1, Size -1]","Тест получения друзей с пагинацией через SOAP с некорректными параметрами"
"passed","Sat Aug 30 18:55:59 GMT 2025","Sat Aug 30 18:56:01 GMT 2025","2004","","","","","","Spending Category Validation",""
"passed","Sat Aug 30 18:56:02 GMT 2025","Sat Aug 30 18:56:02 GMT 2025","8","","","","","","Get Friends Page[Page 4, Size 2]","Тест получения друзей с пагинацией через SOAP"
"passed","Sat Aug 30 18:55:31 GMT 2025","Sat Aug 30 18:55:31 GMT 2025","9","","","","","","Get All Users Page Invalid Parameters[Page -1, Size -1]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sat Aug 30 18:55:45 GMT 2025","Sat Aug 30 18:55:48 GMT 2025","2978","","","","","","Add New Spending[100.5 Usd Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U044B\U0435 \U0431\U043E\U0442\U0438\U043D\U043A\U0438]",""
"passed","Sat Aug 30 18:55:57 GMT 2025","Sat Aug 30 18:55:59 GMT 2025","1915","","","","","","Spending Amount Validation",""
"passed","Sat Aug 30 18:55:52 GMT 2025","Sat Aug 30 18:55:53 GMT 2025","1168","","","","","","Spendings Search Category",""
"passed","Sat Aug 30 18:55:03 GMT 2025","Sat Aug 30 18:55:04 GMT 2025","1228","","","","","","Userdata Db Should Process Messages From Kafka Producer[Nifflerkafkauser]",""
"passed","Sat Aug 30 18:55:05 GMT 2025","Sat Aug 30 18:55:05 GMT 2025","68","","","","","","Add Existing Category[Uniquecategory2]",""
"passed","Sat Aug 30 18:55:38 GMT 2025","Sat Aug 30 18:55:40 GMT 2025","2318","","","","","","Successful Login",""
"passed","Sat Aug 30 18:55:05 GMT 2025","Sat Aug 30 18:55:05 GMT 2025","77","","","","","","Update Category Name[Uniquecategory3]",""
"passed","Sat Aug 30 18:55:02 GMT 2025","Sat Aug 30 18:55:02 GMT 2025","27","","","","","","Get All Categories",""
"passed","Sat Aug 30 18:55:04 GMT 2025","Sat Aug 30 18:55:04 GMT 2025","32","","","","","","Update Spending Description[2-2]",""
