"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 17 02:16:06 GMT 2025","Sun Aug 17 02:16:06 GMT 2025","7","","","","","","Get Friends Page Invalid Parameters[Page 1, Size -1]","Тест получения друзей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 17 02:15:31 GMT 2025","Sun Aug 17 02:15:32 GMT 2025","1099","","","","","","Incorrect Username[A]",""
"passed","Sun Aug 17 02:15:29 GMT 2025","Sun Aug 17 02:15:29 GMT 2025","9","","","","","","Get All Users Page Invalid Parameters[Page -1, Size -1]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 17 02:15:03 GMT 2025","Sun Aug 17 02:15:03 GMT 2025","25","","","","","","Update Spending Description[1-2]",""
"passed","Sun Aug 17 02:15:58 GMT 2025","Sun Aug 17 02:16:00 GMT 2025","1658","","","","","","Spending Amount Validation",""
"passed","Sun Aug 17 02:15:35 GMT 2025","Sun Aug 17 02:15:37 GMT 2025","1451","","","","","","Wrong Passwords[1-2]",""
"passed","Sun Aug 17 02:15:41 GMT 2025","Sun Aug 17 02:15:42 GMT 2025","1165","","","","","","Add New Category[Newcategory1]",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:03 GMT 2025","292","","","","","","Message Should Be Produced To Kafka After Successful Registration[Nifflerkafkauser]",""
"passed","Sun Aug 17 02:15:03 GMT 2025","Sun Aug 17 02:15:03 GMT 2025","30","","","","","","Update Spending Currency[2-2]",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","7","","","","","","Currency Conversion[1-2-100.0-1.5]",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","9","","","","","","Currency Conversion[2-1-100.0-6666.67]",""
"passed","Sun Aug 17 02:15:34 GMT 2025","Sun Aug 17 02:15:36 GMT 2025","1525","","","","","","Bad Credentials[A]",""
"passed","Sun Aug 17 02:15:54 GMT 2025","Sun Aug 17 02:15:54 GMT 2025","14","","","","","","Get Friends Page[Page 2, Size 3]","Тест получения друзей с пагинацией через SOAP"
"passed","Sun Aug 17 02:15:03 GMT 2025","Sun Aug 17 02:15:04 GMT 2025","1193","","","","","","Userdata Db Should Process Messages From Kafka Producer[Nifflerkafkauser]",""
"passed","Sun Aug 17 02:15:00 GMT 2025","Sun Aug 17 02:15:01 GMT 2025","646","","","","","","Added Category In Database[Uniquedatabasecategory1]",""
"passed","Sun Aug 17 02:15:55 GMT 2025","Sun Aug 17 02:16:00 GMT 2025","5160","","","","","","Nonexistent Spendings Search[Noneeeeeeee]",""
"passed","Sun Aug 17 02:15:03 GMT 2025","Sun Aug 17 02:15:03 GMT 2025","35","","","","","","Update Spending Amount",""
"passed","Sun Aug 17 02:15:03 GMT 2025","Sun Aug 17 02:15:03 GMT 2025","28","","","","","","Get Spend By Id[1-2]",""
"passed","Sun Aug 17 02:15:01 GMT 2025","Sun Aug 17 02:15:01 GMT 2025","122","","","","","","Update Category Name And Archived[Uniquecategory5]",""
"passed","Sun Aug 17 02:15:46 GMT 2025","Sun Aug 17 02:15:46 GMT 2025","10","","","","","","Get All Users Pagination[Page 4, Size 2]","Тест получения пользователей с пагинацией через SOAP"
"passed","Sun Aug 17 02:15:43 GMT 2025","Sun Aug 17 02:15:44 GMT 2025","1029","","","","","","Add Duplicate Category[Duplicatecategory]",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","46","","","","","","Add New Spend[2750.5 Rub Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U0430\U044F \U0432\U0435\U0449\U044C2]",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","183","","","","","","Calculate Rate",""
"passed","Sun Aug 17 02:15:46 GMT 2025","Sun Aug 17 02:15:47 GMT 2025","1341","","","","","","Change Category Name With Icon[Changemynamewithicon]",""
"passed","Sun Aug 17 02:15:04 GMT 2025","Sun Aug 17 02:15:04 GMT 2025","114","","","","","","Update Category Archived[Uniquecategory4]",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","32","","","","","","Get All Categories",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","8","","","","","","Currency Conversion[2-2-100.0-100.0]",""
"passed","Sun Aug 17 02:15:33 GMT 2025","Sun Aug 17 02:15:34 GMT 2025","995","","","","","","Incorrect Password[A]",""
"passed","Sun Aug 17 02:15:48 GMT 2025","Sun Aug 17 02:15:48 GMT 2025","22","","","","","","Get Friends Page[Page 1, Size 5]","Тест получения друзей с пагинацией через SOAP"
"passed","Sun Aug 17 02:15:43 GMT 2025","Sun Aug 17 02:15:44 GMT 2025","1176","","","","","","Correct Registration[Niffleruser]",""
"passed","Sun Aug 17 02:15:32 GMT 2025","Sun Aug 17 02:15:33 GMT 2025","1056","","","","","","Incorrect Username[Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","40","","","","","","Get Active Categories",""
"passed","Sun Aug 17 02:15:17 GMT 2025","Sun Aug 17 02:15:17 GMT 2025","13","","","","","","Send Friend Invitation","Тест отправки приглашения в друзья через SOAP"
"passed","Sun Aug 17 02:15:22 GMT 2025","Sun Aug 17 02:15:22 GMT 2025","23","","","","","","Accept Friend Invitation","Тест принятия приглашения в друзья через SOAP"
"passed","Sun Aug 17 02:15:40 GMT 2025","Sun Aug 17 02:15:41 GMT 2025","879","","","","","","Registration Mixed Errors[Newuser Aaaaaaaaaaaaa Bababa]",""
"passed","Sun Aug 17 02:15:39 GMT 2025","Sun Aug 17 02:15:40 GMT 2025","1155","","","","","","Registration Mixed Errors[Newuser Ababab B]",""
"skipped","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","13","","","","","","Calculate Rate  With Negative Amount[-100.0]",""
"passed","Sun Aug 17 02:15:04 GMT 2025","Sun Aug 17 02:15:04 GMT 2025","36","","","","","","Add Existing Archived Category[Uniquearchivedcategory1]",""
"skipped","Sun Aug 17 02:15:04 GMT 2025","Sun Aug 17 02:15:04 GMT 2025","55","","","","","","Get Spending After Update",""
"passed","Sun Aug 17 02:15:32 GMT 2025","Sun Aug 17 02:15:32 GMT 2025","15","","","","","","Get All Users Pagination[Page 2, Size 4]","Тест получения пользователей с пагинацией через SOAP"
"passed","Sun Aug 17 02:15:10 GMT 2025","Sun Aug 17 02:15:10 GMT 2025","31","","","","","","Get User Info With Existing Username","Тест получения существующего пользователя через SOAP"
"passed","Sun Aug 17 02:15:03 GMT 2025","Sun Aug 17 02:15:03 GMT 2025","20","","","","","","Get Spend By Id[2-2]",""
"passed","Sun Aug 17 02:15:19 GMT 2025","Sun Aug 17 02:15:19 GMT 2025","8","","","","","","Get All Users Page Invalid Parameters[Page 1, Size -1]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 17 02:15:49 GMT 2025","Sun Aug 17 02:15:50 GMT 2025","855","","","","","","Add Incorrect Category[A]",""
"passed","Sun Aug 17 02:15:42 GMT 2025","Sun Aug 17 02:15:43 GMT 2025","1151","","","","","","Registration Mixed Errors[Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa A A]",""
"passed","Sun Aug 17 02:15:50 GMT 2025","Sun Aug 17 02:15:53 GMT 2025","2496","","","","","","Add New Spending[235.35 Kzt Id=None Name='\U041F\U0443\U0442\U0435\U0448\U0435\U0441\U0442\U0432\U0438\U044F' Username=None Archived=False \U0411\U0438\U043B\U0435\U0442\U044B \U043D\U0430 \U0441\U0430\U043C\U043E\U043B\U0451\U0442]",""
"passed","Sun Aug 17 02:15:47 GMT 2025","Sun Aug 17 02:15:50 GMT 2025","2715","","","","","","Add New Spending[200.0 Rub Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U044B\U0435 \U0442\U0430\U043F\U043E\U0447\U043A\U0438]",""
"passed","Sun Aug 17 02:15:03 GMT 2025","Sun Aug 17 02:15:03 GMT 2025","23","","","","","","Update Spending Category[1-2]",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","12","","","","","","Calculate Rate  Without Spend Currency[2-345.0]",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","20","","","","","","Calculate Rate  Without Desired Currency[2-345.0]",""
"passed","Sun Aug 17 02:15:56 GMT 2025","Sun Aug 17 02:15:58 GMT 2025","2028","","","","","","Delete Multiple Spendings Ui",""
"passed","Sun Aug 17 02:15:37 GMT 2025","Sun Aug 17 02:15:38 GMT 2025","1532","","","","","","Wrong Passwords[2-2]",""
"passed","Sun Aug 17 02:15:39 GMT 2025","Sun Aug 17 02:15:39 GMT 2025","11","","","","","","Get All Users Pagination[Page 1, Size 6]","Тест получения пользователей с пагинацией через SOAP"
"passed","Sun Aug 17 02:16:08 GMT 2025","Sun Aug 17 02:16:08 GMT 2025","7","","","","","","Get Friends Page Out Of Range[Page 100, Size 100]","Тест получения друзей с пагинацией через SOAP"
"passed","Sun Aug 17 02:15:03 GMT 2025","Sun Aug 17 02:15:03 GMT 2025","28","","","","","","Update Spending Currency[1-2]",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","12","","","","","","Calculate Rate  Without Desired Currency[1-200.0]",""
"passed","Sun Aug 17 02:15:13 GMT 2025","Sun Aug 17 02:15:13 GMT 2025","20","","","","","","Get All Users Page Invalid Parameters[Page -1, Size 1]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 17 02:15:11 GMT 2025","Sun Aug 17 02:15:11 GMT 2025","54","","","","","","Get Friends Page Invalid Parameters[Page -1, Size -1]","Тест получения друзей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 17 02:15:04 GMT 2025","Sun Aug 17 02:15:04 GMT 2025","25","","","","","","Add New Category[Uniquecategory1]",""
"passed","Sun Aug 17 02:15:04 GMT 2025","Sun Aug 17 02:15:04 GMT 2025","121","","","","","","Add Existing Category[Uniquecategory2]",""
"passed","Sun Aug 17 02:15:03 GMT 2025","Sun Aug 17 02:15:03 GMT 2025","25","","","","","","Update Spending Description[2-2]",""
"passed","Sun Aug 17 02:15:51 GMT 2025","Sun Aug 17 02:15:51 GMT 2025","11","","","","","","Get All Users Page Out Of Range[Page 4, Size 100]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","11","","","","","","Calculate Rate  Without Spend Currency[3-100.0]",""
"passed","Sun Aug 17 02:15:47 GMT 2025","Sun Aug 17 02:15:49 GMT 2025","1477","","","","","","Change Category Name With Click[Changemynamewithclick]",""
"passed","Sun Aug 17 02:15:23 GMT 2025","Sun Aug 17 02:15:23 GMT 2025","10","","","","","","Get All Users Page Invalid Parameters[Page 1, Size 0]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 17 02:15:42 GMT 2025","Sun Aug 17 02:15:42 GMT 2025","15","","","","","","Get Friends","Тест получения списка друзей через SOAP"
"skipped","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","7","","","","","","Calculate Rate  With Negative Amount[-200.0]",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","95","","","","","","Deleted Spending Not In Database[162.23 Rub Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U044B\U0435 \U043A\U0440\U0443\U0436\U043A\U0438]",""
"passed","Sun Aug 17 02:15:21 GMT 2025","Sun Aug 17 02:15:21 GMT 2025","45","","","","","","Get All Users","Тест получения списка всех пользователей через SOAP"
"passed","Sun Aug 17 02:15:50 GMT 2025","Sun Aug 17 02:15:52 GMT 2025","2417","","","","","","Spending Mixed Validation",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","6","","","","","","Calculate Rate  Without Amount[1-2]",""
"passed","Sun Aug 17 02:15:03 GMT 2025","Sun Aug 17 02:15:03 GMT 2025","24","","","","","","Update Spending Multiple Fields",""
"passed","Sun Aug 17 02:15:53 GMT 2025","Sun Aug 17 02:15:55 GMT 2025","1165","","","","","","Spendings Search Description",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","12","","","","","","Get All Currencies",""
"passed","Sun Aug 17 02:16:04 GMT 2025","Sun Aug 17 02:16:04 GMT 2025","8","","","","","","Get Friends Page Out Of Range[Page 4, Size 100]","Тест получения друзей с пагинацией через SOAP"
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","9","","","","","","Calculate Rate  Without Amount[2-3]",""
"passed","Sun Aug 17 02:15:25 GMT 2025","Sun Aug 17 02:15:26 GMT 2025","828","","","","","","Show Archived Categories",""
"passed","Sun Aug 17 02:15:59 GMT 2025","Sun Aug 17 02:15:59 GMT 2025","7","","","","","","Get Friends Page[Page 4, Size 2]","Тест получения друзей с пагинацией через SOAP"
"passed","Sun Aug 17 02:15:45 GMT 2025","Sun Aug 17 02:15:46 GMT 2025","1095","","","","","","Duplicate Category Alert Elements[Duplicatecategorynifflerunique]",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","13","","","","","","Calculate Rate  With Zero Amount[1-2]",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","20","","","","","","Calculate Rate  Without Spend Currency[1-200.0]",""
"passed","Sun Aug 17 02:15:03 GMT 2025","Sun Aug 17 02:15:03 GMT 2025","21","","","","","","Update Spending Date[1-2]",""
"passed","Sun Aug 17 02:16:10 GMT 2025","Sun Aug 17 02:16:10 GMT 2025","5","","","","","","Get Friends Page Invalid Parameters[Page 1, Size 0]","Тест получения друзей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 17 02:15:28 GMT 2025","Sun Aug 17 02:15:29 GMT 2025","954","","","","","","Set New Profile Name[Andrew]",""
"passed","Sun Aug 17 02:15:52 GMT 2025","Sun Aug 17 02:15:53 GMT 2025","1049","","","","","","Spendings Search Category",""
"passed","Sun Aug 17 02:15:03 GMT 2025","Sun Aug 17 02:15:03 GMT 2025","42","","","","","","Get Spend After Add[4500.99 Usd Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U0430\U044F \U0432\U0435\U0449\U044C4]",""
"passed","Sun Aug 17 02:15:01 GMT 2025","Sun Aug 17 02:15:01 GMT 2025","152","","","","","","Updated Category In Database[Uniquedatabasecategory2]",""
"passed","Sun Aug 17 02:15:04 GMT 2025","Sun Aug 17 02:15:04 GMT 2025","62","","","","","","Delete Single Spending",""
"skipped","Sun Aug 17 02:15:01 GMT 2025","Sun Aug 17 02:15:01 GMT 2025","259","","","","","","Added Spending In Database[1000.26 Rub Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U044B\U0435 \U0448\U043B\U044F\U043F\U044B]",""
"passed","Sun Aug 17 02:16:00 GMT 2025","Sun Aug 17 02:16:02 GMT 2025","2036","","","","","","Spending Category Validation",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","8","","","","","","Calculate Rate  With Zero Amount[3-1]",""
"passed","Sun Aug 17 02:15:04 GMT 2025","Sun Aug 17 02:15:04 GMT 2025","77","","","","","","Delete Multiple Spendings Api",""
"skipped","Sun Aug 17 02:15:11 GMT 2025","Sun Aug 17 02:15:25 GMT 2025","14522","","","","","","Add Incorrect Category[Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"passed","Sun Aug 17 02:15:41 GMT 2025","Sun Aug 17 02:15:42 GMT 2025","1085","","","","","","Registration Mixed Errors[A A Aaaaaaaaaaaaa]",""
"passed","Sun Aug 17 02:15:45 GMT 2025","Sun Aug 17 02:15:47 GMT 2025","2724","","","","","","Add New Spending[100.5 Usd Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U044B\U0435 \U0431\U043E\U0442\U0438\U043D\U043A\U0438]",""
"passed","Sun Aug 17 02:15:27 GMT 2025","Sun Aug 17 02:15:27 GMT 2025","41","","","","","","Decline Friend Invitation","Тест отклонения приглашения в друзья через SOAP"
"passed","Sun Aug 17 02:15:07 GMT 2025","Sun Aug 17 02:15:07 GMT 2025","87","","","","","","Get All Users Page Out Of Range[Page 1000, Size 1]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 17 02:15:03 GMT 2025","Sun Aug 17 02:15:03 GMT 2025","31","","","","","","Update Spending Date[2-2]",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:03 GMT 2025","69","","","","","","Add New Spend[3200.75 Rub Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U0430\U044F \U0432\U0435\U0449\U044C3]",""
"passed","Sun Aug 17 02:15:57 GMT 2025","Sun Aug 17 02:15:57 GMT 2025","7","","","","","","Get All Users Page Out Of Range[Page 100, Size 100]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 17 02:15:27 GMT 2025","Sun Aug 17 02:15:28 GMT 2025","948","","","","","","Set New Profile Name[\U0418\U043C\U044F]",""
"passed","Sun Aug 17 02:16:05 GMT 2025","Sun Aug 17 02:16:10 GMT 2025","5072","","","","","","Nonexistent Spendings Search[\U041D\U0435\U0441\U0443\U0449\U0435\U0441\U0442\U0432]",""
"passed","Sun Aug 17 02:15:03 GMT 2025","Sun Aug 17 02:15:03 GMT 2025","25","","","","","","Update Spending Category[2-2]",""
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","15","","","","","","Calculate Rate  Without Desired Currency[3-100.0]",""
"passed","Sun Aug 17 02:15:26 GMT 2025","Sun Aug 17 02:15:26 GMT 2025","13","","","","","","Get All Users Pagination[Page 1, Size 3]","Тест получения пользователей с пагинацией через SOAP"
"passed","Sun Aug 17 02:15:04 GMT 2025","Sun Aug 17 02:15:04 GMT 2025","49","","","","","","Update Category Name[Uniquecategory3]",""
"passed","Sun Aug 17 02:15:34 GMT 2025","Sun Aug 17 02:15:35 GMT 2025","1307","","","","","","Incorrect Password[Aaaaaaaaaaaaa]",""
"passed","Sun Aug 17 02:16:00 GMT 2025","Sun Aug 17 02:16:05 GMT 2025","5413","","","","","","Nonexistent Spendings Search[123]",""
"passed","Sun Aug 17 02:15:33 GMT 2025","Sun Aug 17 02:15:33 GMT 2025","57","","","","","","Remove Friend","Тест удаления из друзей через SOAP"
"passed","Sun Aug 17 02:15:02 GMT 2025","Sun Aug 17 02:15:02 GMT 2025","8","","","","","","Calculate Rate  Without Amount[3-1]",""
"passed","Sun Aug 17 02:15:44 GMT 2025","Sun Aug 17 02:15:45 GMT 2025","918","","","","","","Add Duplicate Archived Category[Duplicatearchivedcategory]",""
"skipped","Sun Aug 17 02:15:36 GMT 2025","Sun Aug 17 02:15:36 GMT 2025","37","","","","","","Update User Currency And Full Name","Тест обновления пользователя через SOAP"
"passed","Sun Aug 17 02:15:29 GMT 2025","Sun Aug 17 02:15:31 GMT 2025","1235","","","","","","Profile Name Validation[Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"passed","Sun Aug 17 02:16:06 GMT 2025","Sun Aug 17 02:16:06 GMT 2025","6","","","","","","Get Friends Page Invalid Parameters[Page -1, Size 1]","Тест получения друзей с пагинацией через SOAP с некорректными параметрами"
