"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 31 10:07:45 GMT 2025","Sun Aug 31 10:07:49 GMT 2025","3782","","","","","","Add New Spending[100.5 Usd Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U044B\U0435 \U0431\U043E\U0442\U0438\U043D\U043A\U0438]",""
"passed","Sun Aug 31 10:07:29 GMT 2025","Sun Aug 31 10:07:30 GMT 2025","1473","","","","","","Set New Profile Name[Andrew]",""
"skipped","Sun Aug 31 10:07:07 GMT 2025","Sun Aug 31 10:07:25 GMT 2025","17618","","","","","","Add Incorrect Category[Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","15","","","","","","Calculate Rate  Without Spend Currency[1-200.0]",""
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","168","","","","","","Calculate Rate",""
"passed","Sun Aug 31 10:07:00 GMT 2025","Sun Aug 31 10:07:00 GMT 2025","49","","","","","","Get Spend After Add[4500.99 Usd Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U0430\U044F \U0432\U0435\U0449\U044C4]",""
"passed","Sun Aug 31 10:07:40 GMT 2025","Sun Aug 31 10:07:41 GMT 2025","1084","","","","","","Add Duplicate Archived Category[Duplicatearchivedcategory]",""
"passed","Sun Aug 31 10:07:00 GMT 2025","Sun Aug 31 10:07:00 GMT 2025","24","","","","","","Update Spending Category[2-2]",""
"skipped","Sun Aug 31 10:07:34 GMT 2025","Sun Aug 31 10:07:34 GMT 2025","69","","","","","","Update User Currency And Full Name","Тест обновления пользователя через SOAP"
"passed","Sun Aug 31 10:07:55 GMT 2025","Sun Aug 31 10:07:57 GMT 2025","2578","","","","","","Spending Amount Validation",""
"passed","Sun Aug 31 10:07:00 GMT 2025","Sun Aug 31 10:07:00 GMT 2025","30","","","","","","Update Spending Currency[1-2]",""
"passed","Sun Aug 31 10:07:38 GMT 2025","Sun Aug 31 10:07:39 GMT 2025","1391","","","","","","Add New Category[Newcategory1]",""
"passed","Sun Aug 31 10:07:02 GMT 2025","Sun Aug 31 10:07:02 GMT 2025","91","","","","","","Update Category Archived[Uniquecategory4]",""
"skipped","Sun Aug 31 10:07:01 GMT 2025","Sun Aug 31 10:07:01 GMT 2025","134","","","","","","Get Spending After Update",""
"passed","Sun Aug 31 10:07:01 GMT 2025","Sun Aug 31 10:07:01 GMT 2025","151","","","","","","Add Existing Category[Uniquecategory2]",""
"passed","Sun Aug 31 10:07:27 GMT 2025","Sun Aug 31 10:07:27 GMT 2025","9","","","","","","Get All Users Page Invalid Parameters[Page -1, Size -1]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","9","","","","","","Currency Conversion[2-2-100.0-100.0]",""
"passed","Sun Aug 31 10:07:48 GMT 2025","Sun Aug 31 10:07:48 GMT 2025","696","","","","","","Add Incorrect Category[A]",""
"passed","Sun Aug 31 10:07:50 GMT 2025","Sun Aug 31 10:07:56 GMT 2025","5611","","","","","","Nonexistent Spendings Search[Noneeeeeeee]",""
"passed","Sun Aug 31 10:06:57 GMT 2025","Sun Aug 31 10:06:58 GMT 2025","772","","","","","","Added Category In Database[Uniquedatabasecategory1]",""
"passed","Sun Aug 31 10:07:32 GMT 2025","Sun Aug 31 10:07:34 GMT 2025","1934","","","","","","Bad Credentials[A]",""
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","17","","","","","","Get All Currencies",""
"passed","Sun Aug 31 10:07:16 GMT 2025","Sun Aug 31 10:07:16 GMT 2025","18","","","","","","Get All Users Page Invalid Parameters[Page 1, Size -1]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:07:40 GMT 2025","Sun Aug 31 10:07:41 GMT 2025","1025","","","","","","Registration Mixed Errors[Newuser Ababab B]",""
"passed","Sun Aug 31 10:07:00 GMT 2025","Sun Aug 31 10:07:00 GMT 2025","45","","","","","","Update Spending Amount",""
"passed","Sun Aug 31 10:06:58 GMT 2025","Sun Aug 31 10:06:58 GMT 2025","186","","","","","","Updated Category In Database[Uniquedatabasecategory2]",""
"passed","Sun Aug 31 10:06:58 GMT 2025","Sun Aug 31 10:06:58 GMT 2025","169","","","","","","Update Category Name And Archived[Uniquecategory5]",""
"skipped","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","7","","","","","","Calculate Rate  With Negative Amount[-345.0]",""
"passed","Sun Aug 31 10:07:00 GMT 2025","Sun Aug 31 10:07:00 GMT 2025","29","","","","","","Get Spend By Id[1-2]",""
"passed","Sun Aug 31 10:07:43 GMT 2025","Sun Aug 31 10:07:44 GMT 2025","965","","","","","","Registration Mixed Errors[Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa A A]",""
"passed","Sun Aug 31 10:08:11 GMT 2025","Sun Aug 31 10:08:11 GMT 2025","12","","","","","","Get Friends Page Invalid Parameters[Page 1, Size -1]","Тест получения друзей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:07:46 GMT 2025","Sun Aug 31 10:07:48 GMT 2025","1527","","","","","","Change Category Name With Click[Changemynamewithclick]",""
"passed","Sun Aug 31 10:07:35 GMT 2025","Sun Aug 31 10:07:36 GMT 2025","1248","","","","","","Incorrect Password[Aaaaaaaaaaaaa]",""
"passed","Sun Aug 31 10:07:41 GMT 2025","Sun Aug 31 10:07:41 GMT 2025","12","","","","","","Get Friends","Тест получения списка друзей через SOAP"
"passed","Sun Aug 31 10:07:25 GMT 2025","Sun Aug 31 10:07:26 GMT 2025","904","","","","","","Show Archived Categories",""
"passed","Sun Aug 31 10:07:53 GMT 2025","Sun Aug 31 10:07:55 GMT 2025","2250","","","","","","Add New Spending[235.35 Kzt Id=None Name='\U041F\U0443\U0442\U0435\U0448\U0435\U0441\U0442\U0432\U0438\U044F' Username=None Archived=False \U0411\U0438\U043B\U0435\U0442\U044B \U043D\U0430 \U0441\U0430\U043C\U043E\U043B\U0451\U0442]",""
"passed","Sun Aug 31 10:07:43 GMT 2025","Sun Aug 31 10:07:43 GMT 2025","19","","","","","","Get All Users Pagination[Page 4, Size 2]","Тест получения пользователей с пагинацией через SOAP"
"passed","Sun Aug 31 10:07:00 GMT 2025","Sun Aug 31 10:07:00 GMT 2025","43","","","","","","Update Spending Description[1-2]",""
"passed","Sun Aug 31 10:07:14 GMT 2025","Sun Aug 31 10:07:14 GMT 2025","19","","","","","","Send Friend Invitation","Тест отправки приглашения в друзья через SOAP"
"passed","Sun Aug 31 10:07:01 GMT 2025","Sun Aug 31 10:07:01 GMT 2025","43","","","","","","Add New Category[Uniquecategory1]",""
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","54","","","","","","Add New Spend[2750.5 Rub Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U0430\U044F \U0432\U0435\U0449\U044C2]",""
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","10","","","","","","Calculate Rate  With Zero Amount[3-1]",""
"passed","Sun Aug 31 10:07:58 GMT 2025","Sun Aug 31 10:07:59 GMT 2025","1891","","","","","","Spending Category Validation",""
"passed","Sun Aug 31 10:07:01 GMT 2025","Sun Aug 31 10:07:02 GMT 2025","57","","","","","","Update Category Name[Uniquecategory3]",""
"passed","Sun Aug 31 10:08:01 GMT 2025","Sun Aug 31 10:08:07 GMT 2025","5420","","","","","","Nonexistent Spendings Search[\U041D\U0435\U0441\U0443\U0449\U0435\U0441\U0442\U0432]",""
"passed","Sun Aug 31 10:07:31 GMT 2025","Sun Aug 31 10:07:31 GMT 2025","46","","","","","","Remove Friend","Тест удаления из друзей через SOAP"
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","45","","","","","","Get All Categories",""
"passed","Sun Aug 31 10:07:49 GMT 2025","Sun Aug 31 10:07:49 GMT 2025","10","","","","","","Get All Users Page Out Of Range[Page 4, Size 100]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"skipped","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","8","","","","","","Calculate Rate  With Negative Amount[-100.0]",""
"broken","Sun Aug 31 10:08:03 GMT 2025","Sun Aug 31 10:08:08 GMT 2025","5495","","","","","","Delete Single Spending Ui",""
"passed","Sun Aug 31 10:08:01 GMT 2025","Sun Aug 31 10:08:03 GMT 2025","1586","","","","","","Spendings Search Category",""
"passed","Sun Aug 31 10:08:01 GMT 2025","Sun Aug 31 10:08:01 GMT 2025","10","","","","","","Get Friends Page Out Of Range[Page 1000, Size 1]","Тест получения друзей с пагинацией через SOAP"
"passed","Sun Aug 31 10:08:11 GMT 2025","Sun Aug 31 10:08:11 GMT 2025","9","","","","","","Get Friends Page Invalid Parameters[Page 1, Size 0]","Тест получения друзей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:08:09 GMT 2025","Sun Aug 31 10:08:09 GMT 2025","21","","","","","","Get Friends Page Out Of Range[Page 100, Size 100]","Тест получения друзей с пагинацией через SOAP"
"passed","Sun Aug 31 10:07:44 GMT 2025","Sun Aug 31 10:07:45 GMT 2025","1049","","","","","","Correct Registration[Niffleruser]",""
"passed","Sun Aug 31 10:07:43 GMT 2025","Sun Aug 31 10:07:46 GMT 2025","3207","","","","","","Change Category Name With Icon[Changemynamewithicon]",""
"passed","Sun Aug 31 10:07:10 GMT 2025","Sun Aug 31 10:07:10 GMT 2025","25","","","","","","Get All Users Page Invalid Parameters[Page -1, Size 1]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:07:36 GMT 2025","Sun Aug 31 10:07:38 GMT 2025","1292","","","","","","Wrong Passwords[1-2]",""
"passed","Sun Aug 31 10:07:34 GMT 2025","Sun Aug 31 10:07:35 GMT 2025","1091","","","","","","Incorrect Password[A]",""
"passed","Sun Aug 31 10:07:00 GMT 2025","Sun Aug 31 10:07:00 GMT 2025","25","","","","","","Update Spending Description[2-2]",""
"passed","Sun Aug 31 10:07:42 GMT 2025","Sun Aug 31 10:07:43 GMT 2025","1043","","","","","","Registration Mixed Errors[A A Aaaaaaaaaaaaa]",""
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","11","","","","","","Calculate Rate  Without Amount[3-1]",""
"passed","Sun Aug 31 10:07:33 GMT 2025","Sun Aug 31 10:07:34 GMT 2025","926","","","","","","Incorrect Username[Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"passed","Sun Aug 31 10:08:06 GMT 2025","Sun Aug 31 10:08:06 GMT 2025","6","","","","","","Get Friends Page Invalid Parameters[Page -1, Size 1]","Тест получения друзей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","10","","","","","","Calculate Rate  With Zero Amount[2-3]",""
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","228","","","","","","Message Should Be Produced To Kafka After Successful Registration[Nifflerkafkauser]",""
"passed","Sun Aug 31 10:07:00 GMT 2025","Sun Aug 31 10:07:00 GMT 2025","63","","","","","","Add New Spend[3200.75 Rub Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U0430\U044F \U0432\U0435\U0449\U044C3]",""
"passed","Sun Aug 31 10:07:19 GMT 2025","Sun Aug 31 10:07:19 GMT 2025","29","","","","","","Get All Users","Тест получения списка всех пользователей через SOAP"
"passed","Sun Aug 31 10:07:00 GMT 2025","Sun Aug 31 10:07:00 GMT 2025","34","","","","","","Update Spending Category[1-2]",""
"passed","Sun Aug 31 10:07:37 GMT 2025","Sun Aug 31 10:07:37 GMT 2025","8","","","","","","Get All Users Pagination[Page 1, Size 6]","Тест получения пользователей с пагинацией через SOAP"
"passed","Sun Aug 31 10:07:55 GMT 2025","Sun Aug 31 10:07:55 GMT 2025","10","","","","","","Get All Users Page Out Of Range[Page 100, Size 100]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","9","","","","","","Calculate Rate  Without Amount[1-2]",""
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","10","","","","","","Calculate Rate  Without Amount[2-3]",""
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","10","","","","","","Calculate Rate  Without Desired Currency[1-200.0]",""
"passed","Sun Aug 31 10:07:00 GMT 2025","Sun Aug 31 10:07:00 GMT 2025","33","","","","","","Get Spend By Id[2-2]",""
"passed","Sun Aug 31 10:07:32 GMT 2025","Sun Aug 31 10:07:33 GMT 2025","1240","","","","","","Incorrect Username[A]",""
"passed","Sun Aug 31 10:07:07 GMT 2025","Sun Aug 31 10:07:07 GMT 2025","25","","","","","","Get Friends Page Invalid Parameters[Page -1, Size -1]","Тест получения друзей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:07:54 GMT 2025","Sun Aug 31 10:07:54 GMT 2025","10","","","","","","Get Friends Page[Page 2, Size 3]","Тест получения друзей с пагинацией через SOAP"
"passed","Sun Aug 31 10:07:01 GMT 2025","Sun Aug 31 10:07:01 GMT 2025","30","","","","","","Update Spending Multiple Fields",""
"passed","Sun Aug 31 10:07:30 GMT 2025","Sun Aug 31 10:07:30 GMT 2025","19","","","","","","Get All Users Pagination[Page 2, Size 4]","Тест получения пользователей с пагинацией через SOAP"
"passed","Sun Aug 31 10:07:59 GMT 2025","Sun Aug 31 10:08:01 GMT 2025","1739","","","","","","Spending Mixed Validation",""
"passed","Sun Aug 31 10:07:19 GMT 2025","Sun Aug 31 10:07:19 GMT 2025","22","","","","","","Accept Friend Invitation","Тест принятия приглашения в друзья через SOAP"
"passed","Sun Aug 31 10:07:07 GMT 2025","Sun Aug 31 10:07:07 GMT 2025","17","","","","","","Get User Info With Existing Username","Тест получения существующего пользователя через SOAP"
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","10","","","","","","Currency Conversion[1-2-100.0-1.5]",""
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:07:01 GMT 2025","1261","","","","","","Userdata Db Should Process Messages From Kafka Producer[Nifflerkafkauser]",""
"passed","Sun Aug 31 10:07:21 GMT 2025","Sun Aug 31 10:07:21 GMT 2025","10","","","","","","Get All Users Page Invalid Parameters[Page 1, Size 0]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:07:01 GMT 2025","Sun Aug 31 10:07:01 GMT 2025","132","","","","","","Delete Multiple Spendings Api",""
"passed","Sun Aug 31 10:07:38 GMT 2025","Sun Aug 31 10:07:39 GMT 2025","1248","","","","","","Wrong Passwords[2-2]",""
"passed","Sun Aug 31 10:07:39 GMT 2025","Sun Aug 31 10:07:40 GMT 2025","1141","","","","","","Registration Mixed Errors[A Ababab Bababa]",""
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","13","","","","","","Calculate Rate  With Zero Amount[1-2]",""
"passed","Sun Aug 31 10:07:04 GMT 2025","Sun Aug 31 10:07:04 GMT 2025","50","","","","","","Get All Users Page Out Of Range[Page 1000, Size 1]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:07:59 GMT 2025","Sun Aug 31 10:07:59 GMT 2025","10","","","","","","Get Friends Page[Page 4, Size 2]","Тест получения друзей с пагинацией через SOAP"
"passed","Sun Aug 31 10:07:00 GMT 2025","Sun Aug 31 10:07:01 GMT 2025","27","","","","","","Update Spending Date[2-2]",""
"passed","Sun Aug 31 10:07:41 GMT 2025","Sun Aug 31 10:07:42 GMT 2025","939","","","","","","Registration Mixed Errors[Newuser Aaaaaaaaaaaaa Bababa]",""
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","12","","","","","","Calculate Rate  Without Desired Currency[2-345.0]",""
"passed","Sun Aug 31 10:07:14 GMT 2025","Sun Aug 31 10:07:14 GMT 2025","15","","","","","","Get User That Doesnt Exist","Тест получения пользователя, которого нет в базе"
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","198","","","","","","Deleted Spending Not In Database[162.23 Rub Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U044B\U0435 \U043A\U0440\U0443\U0436\U043A\U0438]",""
"passed","Sun Aug 31 10:07:56 GMT 2025","Sun Aug 31 10:08:01 GMT 2025","5297","","","","","","Nonexistent Spendings Search[123]",""
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","15","","","","","","Calculate Rate  Without Desired Currency[3-100.0]",""
"passed","Sun Aug 31 10:07:01 GMT 2025","Sun Aug 31 10:07:01 GMT 2025","111","","","","","","Delete Single Spending",""
"passed","Sun Aug 31 10:07:35 GMT 2025","Sun Aug 31 10:07:37 GMT 2025","2111","","","","","","Successful Login",""
"passed","Sun Aug 31 10:07:49 GMT 2025","Sun Aug 31 10:07:53 GMT 2025","3436","","","","","","Add New Spending[200.0 Rub Id=None Name='\U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U043E\U0435' Username=None Archived=False \U0423\U043D\U0438\U043A\U0430\U043B\U044C\U043D\U044B\U0435 \U0442\U0430\U043F\U043E\U0447\U043A\U0438]",""
"passed","Sun Aug 31 10:07:26 GMT 2025","Sun Aug 31 10:07:27 GMT 2025","1463","","","","","","Set New Profile Name[Testname]",""
"passed","Sun Aug 31 10:07:30 GMT 2025","Sun Aug 31 10:07:32 GMT 2025","1170","","","","","","Profile Name Validation[Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"passed","Sun Aug 31 10:08:09 GMT 2025","Sun Aug 31 10:08:11 GMT 2025","2713","","","","","","Delete Multiple Spendings Ui",""
"passed","Sun Aug 31 10:06:59 GMT 2025","Sun Aug 31 10:06:59 GMT 2025","64","","","","","","Get Active Categories",""
"passed","Sun Aug 31 10:07:27 GMT 2025","Sun Aug 31 10:07:29 GMT 2025","1768","","","","","","Set New Profile Name[\U0418\U043C\U044F]",""
