"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","31","","","","","","test_currency_conversion[1-2-100.0-1.5]",""
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","29","","","","","","test_calculate_rate__without_spend_currency[1-200.0]",""
"passed","Sun Aug 31 10:27:38 GMT 2025","Sun Aug 31 10:27:40 GMT 2025","1232","","","","","","test_bad_credentials[wrongUserNonExistent!!]",""
"passed","Sun Aug 31 10:27:04 GMT 2025","Sun Aug 31 10:27:04 GMT 2025","31","","","","","","test_update_spending_currency[1-2]",""
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","16","","","","","","test_get_all_currencies",""
"passed","Sun Aug 31 10:27:04 GMT 2025","Sun Aug 31 10:27:04 GMT 2025","27","","","","","","test_update_spending_date[1-2]",""
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","14","","","","","","test_currency_conversion[2-1-100.0-6666.67]",""
"passed","Sun Aug 31 10:27:19 GMT 2025","Sun Aug 31 10:27:19 GMT 2025","5","","","","","","test_get_all_users_page_invalid_parameters[page 1, size -1]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:28:16 GMT 2025","Sun Aug 31 10:28:17 GMT 2025","5","","","","","","test_get_friends_page_invalid_parameters[page 1, size 0]","Тест получения друзей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:27:04 GMT 2025","Sun Aug 31 10:27:04 GMT 2025","36","","","","","","test_update_spending_amount",""
"passed","Sun Aug 31 10:28:04 GMT 2025","Sun Aug 31 10:28:05 GMT 2025","1367","","","","","","test_spendings_search_category",""
"passed","Sun Aug 31 10:27:06 GMT 2025","Sun Aug 31 10:27:06 GMT 2025","85","","","","","","test_update_category_archived[UniqueCategory4]",""
"passed","Sun Aug 31 10:28:04 GMT 2025","Sun Aug 31 10:28:04 GMT 2025","11","","","","","","test_get_friends_page[page 4, size 2]","Тест получения друзей с пагинацией через SOAP"
"skipped","Sun Aug 31 10:27:02 GMT 2025","Sun Aug 31 10:27:02 GMT 2025","189","","","","","","test_added_spending_in_database[1000.26 RUB id=None name='\u0423\u043d\u0438\u043a\u0430\u043b\u044c\u043d\u043e\u0435' username=None archived=False \u0423\u043d\u0438\u043a\u0430\u043b\u044c\u043d\u044b\u0435 \u0448\u043b\u044f\u043f\u044b]",""
"passed","Sun Aug 31 10:27:57 GMT 2025","Sun Aug 31 10:27:59 GMT 2025","2077","","","","","","test_spending_amount_validation",""
"passed","Sun Aug 31 10:27:28 GMT 2025","Sun Aug 31 10:27:28 GMT 2025","86","","","","","","test_decline_friend_invitation","Тест отклонения приглашения в друзья через SOAP"
"passed","Sun Aug 31 10:27:04 GMT 2025","Sun Aug 31 10:27:04 GMT 2025","52","","","","","","test_update_spending_category[2-2]",""
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","14","","","","","","test_calculate_rate__without_desired_currency[3-100.0]",""
"passed","Sun Aug 31 10:28:10 GMT 2025","Sun Aug 31 10:28:10 GMT 2025","9","","","","","","test_get_friends_page_out_of_range[page 4, size 100]","Тест получения друзей с пагинацией через SOAP"
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","34","","","","","","test_add_new_spend[2750.5 RUB id=None name='\u0423\u043d\u0438\u043a\u0430\u043b\u044c\u043d\u043e\u0435' username=None archived=False \u0423\u043d\u0438\u043a\u0430\u043b\u044c\u043d\u0430\u044f \u0432\u0435\u0449\u044c2]",""
"passed","Sun Aug 31 10:27:32 GMT 2025","Sun Aug 31 10:27:33 GMT 2025","1075","","","","","","test_profile_name_validation[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"passed","Sun Aug 31 10:27:12 GMT 2025","Sun Aug 31 10:27:12 GMT 2025","23","","","","","","test_get_friends_page_invalid_parameters[page -1, size -1]","Тест получения друзей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:27:25 GMT 2025","Sun Aug 31 10:27:27 GMT 2025","1557","","","","","","test_show_archived_categories",""
"passed","Sun Aug 31 10:27:49 GMT 2025","Sun Aug 31 10:27:49 GMT 2025","10","","","","","","test_get_all_users_pagination[page 4, size 2]","Тест получения пользователей с пагинацией через SOAP"
"passed","Sun Aug 31 10:27:02 GMT 2025","Sun Aug 31 10:27:02 GMT 2025","118","","","","","","test_update_category_name_and_archived[UniqueCategory5]",""
"passed","Sun Aug 31 10:27:43 GMT 2025","Sun Aug 31 10:27:44 GMT 2025","1271","","","","","","test_registration_mixed_errors[a a aaaaaaaaaaaaa]",""
"passed","Sun Aug 31 10:27:06 GMT 2025","Sun Aug 31 10:27:06 GMT 2025","87","","","","","","test_update_category_name[UniqueCategory3]",""
"skipped","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","15","","","","","","test_calculate_rate__with_negative_amount[-345.0]",""
"passed","Sun Aug 31 10:27:38 GMT 2025","Sun Aug 31 10:27:39 GMT 2025","1125","","","","","","test_wrong_passwords[2-2]",""
"passed","Sun Aug 31 10:28:07 GMT 2025","Sun Aug 31 10:28:07 GMT 2025","13","","","","","","test_get_friends_page_out_of_range[page 1000, size 1]","Тест получения друзей с пагинацией через SOAP"
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","13","","","","","","test_calculate_rate__without_amount[1-2]",""
"passed","Sun Aug 31 10:27:48 GMT 2025","Sun Aug 31 10:27:50 GMT 2025","1425","","","","","","test_change_category_name_with_icon[ChangeMyNameWithIcon]",""
"passed","Sun Aug 31 10:28:02 GMT 2025","Sun Aug 31 10:28:02 GMT 2025","33","","","","","","test_get_all_users_page_out_of_range[page 100, size 100]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:27:05 GMT 2025","Sun Aug 31 10:27:05 GMT 2025","70","","","","","","test_add_existing_archived_category[UniqueArchivedCategory1]",""
"passed","Sun Aug 31 10:27:28 GMT 2025","Sun Aug 31 10:27:28 GMT 2025","41","","","","","","test_get_all_users_pagination[page 1, size 3]","Тест получения пользователей с пагинацией через SOAP"
"passed","Sun Aug 31 10:27:04 GMT 2025","Sun Aug 31 10:27:04 GMT 2025","35","","","","","","test_update_spending_category[1-2]",""
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","12","","","","","","test_calculate_rate__with_zero_amount[2-3]",""
"failed","Sun Aug 31 10:28:06 GMT 2025","Sun Aug 31 10:28:08 GMT 2025","2321","","","","","","test_delete_single_spending_ui",""
"passed","Sun Aug 31 10:27:30 GMT 2025","Sun Aug 31 10:27:32 GMT 2025","1287","","","","","","test_set_new_profile_name[Andrew]",""
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","11","","","","","","test_calculate_rate__without_desired_currency[2-345.0]",""
"skipped","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","15","","","","","","test_calculate_rate__with_negative_amount[-100.0]",""
"passed","Sun Aug 31 10:27:36 GMT 2025","Sun Aug 31 10:27:37 GMT 2025","1191","","","","","","test_incorrect_password[aaaaaaaaaaaaa]",""
"passed","Sun Aug 31 10:27:04 GMT 2025","Sun Aug 31 10:27:04 GMT 2025","34","","","","","","test_update_spending_currency[2-2]",""
"passed","Sun Aug 31 10:27:24 GMT 2025","Sun Aug 31 10:27:24 GMT 2025","5","","","","","","test_get_all_users_page_invalid_parameters[page 1, size 0]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:27:51 GMT 2025","Sun Aug 31 10:27:52 GMT 2025","1032","","","","","","test_add_incorrect_category[a]",""
"passed","Sun Aug 31 10:27:21 GMT 2025","Sun Aug 31 10:27:21 GMT 2025","30","","","","","","test_get_all_users","Тест получения списка всех пользователей через SOAP"
"passed","Sun Aug 31 10:27:14 GMT 2025","Sun Aug 31 10:27:14 GMT 2025","14","","","","","","test_get_all_users_page_invalid_parameters[page -1, size 1]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:27:04 GMT 2025","Sun Aug 31 10:27:04 GMT 2025","34","","","","","","test_update_spending_date[2-2]",""
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","234","","","","","","test_message_should_be_produced_to_kafka_after_successful_registration[NifflerKafkaUser]",""
"passed","Sun Aug 31 10:28:16 GMT 2025","Sun Aug 31 10:28:16 GMT 2025","6","","","","","","test_get_friends_page_invalid_parameters[page 1, size -1]","Тест получения друзей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:27:02 GMT 2025","Sun Aug 31 10:27:02 GMT 2025","33","","","","","","test_get_active_categories",""
"passed","Sun Aug 31 10:27:44 GMT 2025","Sun Aug 31 10:27:45 GMT 2025","1047","","","","","","test_registration_mixed_errors[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa a a]",""
"passed","Sun Aug 31 10:27:02 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","193","","","","","","test_calculate_rate",""
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","62","","","","","","test_add_new_spend[1500.25 EUR id=None name='\u0423\u043d\u0438\u043a\u0430\u043b\u044c\u043d\u043e\u0435' username=None archived=False \u0423\u043d\u0438\u043a\u0430\u043b\u044c\u043d\u0430\u044f \u0432\u0435\u0449\u044c1]",""
"passed","Sun Aug 31 10:27:59 GMT 2025","Sun Aug 31 10:28:02 GMT 2025","2661","","","","","","test_spending_category_validation",""
"skipped","Sun Aug 31 10:27:39 GMT 2025","Sun Aug 31 10:27:39 GMT 2025","27","","","","","","test_update_user_currency_and_full_name","Тест обновления пользователя через SOAP"
"passed","Sun Aug 31 10:27:09 GMT 2025","Sun Aug 31 10:27:09 GMT 2025","65","","","","","","test_get_all_users_page_out_of_range[page 1000, size 1]","Тест получения пользователей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:27:47 GMT 2025","Sun Aug 31 10:27:51 GMT 2025","3986","","","","","","test_add_new_spending[100.5 USD id=None name='\u0423\u043d\u0438\u043a\u0430\u043b\u044c\u043d\u043e\u0435' username=None archived=False \u0423\u043d\u0438\u043a\u0430\u043b\u044c\u043d\u044b\u0435 \u0431\u043e\u0442\u0438\u043d\u043a\u0438]",""
"passed","Sun Aug 31 10:27:51 GMT 2025","Sun Aug 31 10:27:54 GMT 2025","3632","","","","","","test_add_new_spending[200.0 RUB id=None name='\u0423\u043d\u0438\u043a\u0430\u043b\u044c\u043d\u043e\u0435' username=None archived=False \u0423\u043d\u0438\u043a\u0430\u043b\u044c\u043d\u044b\u0435 \u0442\u0430\u043f\u043e\u0447\u043a\u0438]",""
"passed","Sun Aug 31 10:27:59 GMT 2025","Sun Aug 31 10:27:59 GMT 2025","16","","","","","","test_get_friends_page[page 2, size 3]","Тест получения друзей с пагинацией через SOAP"
"passed","Sun Aug 31 10:27:34 GMT 2025","Sun Aug 31 10:27:35 GMT 2025","880","","","","","","test_incorrect_username[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"passed","Sun Aug 31 10:27:41 GMT 2025","Sun Aug 31 10:27:41 GMT 2025","875","","","","","","test_registration_mixed_errors[newuser ababab b]",""
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","12","","","","","","test_calculate_rate__without_amount[3-1]",""
"passed","Sun Aug 31 10:27:52 GMT 2025","Sun Aug 31 10:27:52 GMT 2025","15","","","","","","test_get_friends_page[page 1, size 5]","Тест получения друзей с пагинацией через SOAP"
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","11","","","","","","test_currency_conversion[2-2-100.0-100.0]",""
"passed","Sun Aug 31 10:27:37 GMT 2025","Sun Aug 31 10:27:38 GMT 2025","1017","","","","","","test_wrong_passwords[1-2]",""
"skipped","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","11","","","","","","test_calculate_rate__with_negative_amount[-200.0]",""
"passed","Sun Aug 31 10:27:29 GMT 2025","Sun Aug 31 10:27:30 GMT 2025","1820","","","","","","test_set_new_profile_name[\u0418\u043c\u044f]",""
"skipped","Sun Aug 31 10:27:08 GMT 2025","Sun Aug 31 10:27:25 GMT 2025","16206","","","","","","test_add_incorrect_category[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"passed","Sun Aug 31 10:27:05 GMT 2025","Sun Aug 31 10:27:05 GMT 2025","213","","","","","","test_add_existing_category[UniqueCategory2]",""
"passed","Sun Aug 31 10:27:05 GMT 2025","Sun Aug 31 10:27:05 GMT 2025","140","","","","","","test_delete_multiple_spendings_api",""
"passed","Sun Aug 31 10:28:08 GMT 2025","Sun Aug 31 10:28:11 GMT 2025","2978","","","","","","test_delete_multiple_spendings_ui",""
"passed","Sun Aug 31 10:27:22 GMT 2025","Sun Aug 31 10:27:22 GMT 2025","26","","","","","","test_accept_friend_invitation","Тест принятия приглашения в друзья через SOAP"
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","12","","","","","","test_calculate_rate__without_spend_currency[3-100.0]",""
"passed","Sun Aug 31 10:27:02 GMT 2025","Sun Aug 31 10:27:02 GMT 2025","123","","","","","","test_deleted_spending_not_in_database[162.23 RUB id=None name='\u0423\u043d\u0438\u043a\u0430\u043b\u044c\u043d\u043e\u0435' username=None archived=False \u0423\u043d\u0438\u043a\u0430\u043b\u044c\u043d\u044b\u0435 \u043a\u0440\u0443\u0436\u043a\u0438]",""
"passed","Sun Aug 31 10:27:40 GMT 2025","Sun Aug 31 10:27:42 GMT 2025","2495","","","","","","test_successful_login",""
"passed","Sun Aug 31 10:27:17 GMT 2025","Sun Aug 31 10:27:17 GMT 2025","21","","","","","","test_send_friend_invitation","Тест отправки приглашения в друзья через SOAP"
"passed","Sun Aug 31 10:28:00 GMT 2025","Sun Aug 31 10:28:06 GMT 2025","5645","","","","","","test_nonexistent_spendings_search[123]",""
"passed","Sun Aug 31 10:27:04 GMT 2025","Sun Aug 31 10:27:04 GMT 2025","56","","","","","","test_get_spend_after_add[4500.99 USD id=None name='\u0423\u043d\u0438\u043a\u0430\u043b\u044c\u043d\u043e\u0435' username=None archived=False \u0423\u043d\u0438\u043a\u0430\u043b\u044c\u043d\u0430\u044f \u0432\u0435\u0449\u044c4]",""
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","8","","","","","","test_calculate_rate__without_desired_currency[1-200.0]",""
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","25","","","","","","test_add_new_spend[3200.75 RUB id=None name='\u0423\u043d\u0438\u043a\u0430\u043b\u044c\u043d\u043e\u0435' username=None archived=False \u0423\u043d\u0438\u043a\u0430\u043b\u044c\u043d\u0430\u044f \u0432\u0435\u0449\u044c3]",""
"passed","Sun Aug 31 10:28:12 GMT 2025","Sun Aug 31 10:28:12 GMT 2025","6","","","","","","test_get_friends_page_invalid_parameters[page -1, size 1]","Тест получения друзей с пагинацией через SOAP с некорректными параметрами"
"passed","Sun Aug 31 10:27:05 GMT 2025","Sun Aug 31 10:27:05 GMT 2025","55","","","","","","test_add_new_category[UniqueCategory1]",""
"passed","Sun Aug 31 10:27:42 GMT 2025","Sun Aug 31 10:27:44 GMT 2025","1405","","","","","","test_add_new_category[NewCategory1]",""
"passed","Sun Aug 31 10:27:03 GMT 2025","Sun Aug 31 10:27:03 GMT 2025","22","","","","","","test_calculate_rate__with_zero_amount[3-1]",""
"passed","Sun Aug 31 10:27:35 GMT 2025","Sun Aug 31 10:27:35 GMT 2025","12","","","","","","test_get_all_users_pagination[page 2, size 4]","Тест получения пользователей с пагинацией через SOAP"
